Class,Category,ID,Term,Genes,adj_pval
BC8,BP,GO:0007528,neuromuscular junction development,"Cacna2d2, App, Sorbs2",0.019052107
BC8,BP,GO:0086069,bundle of His cell to Purkinje myocyte communication,"Cacna2d1, Ctnna3",0.021001963
BC8,BP,GO:0072001,renal system development,"Kirrel3, Lgr5, Nfia, Sulf1, Ptpro, Pbx1",0.021001963
BC8,BP,GO:0099504,synaptic vesicle cycle,"Nlgn1, Cadps2, Apba2, Prkcb, Stxbp5",0.021001963
BC8,BP,GO:0008277,regulation of G protein-coupled receptor signaling pathway,"Kctd16, App, Stmn1, Kctd8",0.022810909
BC8,BP,GO:0099172,presynapse organization,"Nlgn1, App, Lrfn5",0.022810909
BC8,BP,GO:0035235,ionotropic glutamate receptor signaling pathway,"Grik1, App",0.022810909
BC8,BP,GO:0098900,regulation of action potential,"Cacna2d1, Ryr2, Ctnna3",0.023488561
BC8,BP,GO:0006813,potassium ion transport,"Kcnip4, Slc24a3, Kcnd3, Slc24a2, Hcn3",0.024438636
BC8,BP,GO:0051259,protein complex oligomerization,"Kcnd3, Kctd16, App, Kctd8, Bok",0.024438636
BC8,BP,GO:0051962,positive regulation of nervous system development,"Dscam, Nlgn1, Zeb2, Adgrl3, Clstn1, Lrp8",0.024438636
BC8,BP,GO:0051588,regulation of neurotransmitter transport,"Nlgn1, Apba2, Prkcb, Stxbp5",0.024438636
BC8,BP,GO:0032835,glomerulus development,"Kirrel3, Sulf1, Ptpro",0.025215656
BC8,BP,GO:0006836,neurotransmitter transport,"Nlgn1, Cadps2, Apba2, Prkcb, Stxbp5",0.025215656
BC8,BP,GO:1903307,positive regulation of regulated secretory pathway,"Nlgn1, Cacna1h, Cacna1g",0.025984287
BC8,BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,"Cacna2d1, Cacna1g",0.026540562
BC8,BP,GO:0032230,"positive regulation of synaptic transmission, GABAergic","Grik1, Nlgn1",0.029159951
BC8,BP,GO:0045956,positive regulation of calcium ion-dependent exocytosis,"Cacna1h, Cacna1g",0.029159951
BC8,BP,GO:0001505,regulation of neurotransmitter levels,"Nlgn1, Cadps2, Apba2, Prkcb, Stxbp5",0.030007021
BC8,BP,GO:0017156,calcium-ion regulated exocytosis,"Cadps2, Cacna1h, Cacna1g",0.030086176
BC8,BP,GO:0055117,regulation of cardiac muscle contraction,"Cacna1h, Ryr2, Ctnna3",0.030086176
BC8,BP,GO:0072006,nephron development,"Kirrel3, Sulf1, Ptpro, Pbx1",0.030269336
BC8,BP,GO:0003214,cardiac left ventricle morphogenesis,"Ryr2, Cpe",0.030269336
BC8,BP,GO:1900117,regulation of execution phase of apoptosis,"Dlc1, Bok",0.030269336
BC8,BP,GO:0001655,urogenital system development,"Kirrel3, Lgr5, Nfia, Sulf1, Ptpro, Pbx1",0.030269336
BC8,BP,GO:0051480,regulation of cytosolic calcium ion concentration,"Cacna2d1, Trpc7, Slc24a2, Ryr2, Cacna1g, Bok",0.030365843
BC8,BP,GO:0006828,manganese ion transport,"Trpc7, Ryr2",0.03290551
BC8,BP,GO:0021766,hippocampus development,"Kirrel3, Zeb2, Lrp8",0.034105818
BC8,BP,GO:0030900,forebrain development,"Nfib, Kirrel3, Dlc1, Zeb2, App, Lrp8",0.034934347
BC8,BP,GO:0006937,regulation of muscle contraction,"Cacna1h, Ryr2, Ctnna3, Cald1",0.034934347
BC8,BP,GO:1902894,negative regulation of miRNA transcription,"Nfib, App",0.034934347
BC8,BP,GO:0060402,calcium ion transport into cytosol,"Cacna2d1, Slc24a2, Ryr2, Cacna1g",0.037670437
BC8,BP,GO:0051965,positive regulation of synapse assembly,"Nlgn1, Adgrl3, Clstn1",0.037670437
BC8,BP,GO:0051017,actin filament bundle assembly,"Pcdh15, Dlc1, Stmn1, Cald1",0.039681641
BC8,BP,GO:0051047,positive regulation of secretion,"Grik1, Nlgn1, Cadps2, Cacna1h, Cacna1g, Stxbp5",0.039681641
BC8,BP,GO:0098901,regulation of cardiac muscle cell action potential,"Ryr2, Ctnna3",0.039681641
BC8,BP,GO:0099625,ventricular cardiac muscle cell membrane repolarization,"Cacna2d1, Kcnd3",0.039681641
BC8,BP,GO:0061572,actin filament bundle organization,"Pcdh15, Dlc1, Stmn1, Cald1",0.041451107
BC8,BP,GO:0051260,protein homooligomerization,"Kcnd3, Kctd16, App, Kctd8",0.043677982
BC8,BP,GO:0035024,negative regulation of Rho protein signal transduction,"Dlc1, Stmn1",0.045249555
BC8,BP,GO:0048857,neural nucleus development,"Nfib, Kirrel3",0.045249555
BC8,BP,GO:0006942,regulation of striated muscle contraction,"Cacna1h, Ryr2, Ctnna3",0.045599642
BC8,BP,GO:0016082,synaptic vesicle priming,"Cadps2, Stxbp5",0.047267115
BC8,BP,GO:0045665,negative regulation of neuron differentiation,"App, Cntn4, Pbx1",0.047267115
BC8,BP,GO:0060079,excitatory postsynaptic potential,"Grik1, Nlgn1, App",0.047267115
BC8,BP,GO:0007612,learning,"Meis2, Slc24a2, App, Prkar2b",0.047267115
BC8,BP,GO:0003094,glomerular filtration,"Sulf1, Ptpro",0.049341043
BC8,BP,GO:0010829,negative regulation of glucose transmembrane transport,"Pid1, Prkcb",0.049341043
BC8,BP,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,"App, Pbx1",0.049341043
BC8,BP,GO:0019226,transmission of nerve impulse,"Cacna1h, Cacna1g, Jam3",0.049509221
BC8,BP,GO:0140029,exocytic process,"Nlgn1, Cadps2, Stxbp5",0.049509221
BC8,CC,GO:0045211,postsynaptic membrane,"Grik1, Lrrc4c, Nlgn1, Cadps2, Cacna1h, Kcnd3, Kctd16, Lrfn5, Iqsec3, Ptpro, Clstn1, Dcc, Kctd8",1.54E-09
BC8,CC,GO:0097060,synaptic membrane,"Grik1, Lrrc4c, Nlgn1, Cadps2, Cacna1h, Kcnd3, Kctd16, Lrfn5, Iqsec3, Ptpro, Cpe, Clstn1, Dcc, Kctd8",4.71E-09
BC8,CC,GO:0098978,glutamatergic synapse,"Lrrc4c, Nlgn1, Cadps2, Camk4, Cacna1h, Cdh11, Lrfn5, Prkar2b, Adgrl3, Ptpro, Clstn1",6.94E-07
BC8,CC,GO:0099055,integral component of postsynaptic membrane,"Lrrc4c, Nlgn1, Cacna1h, Kcnd3, Lrfn5, Ptpro, Dcc",7.47E-07
BC8,CC,GO:0098936,intrinsic component of postsynaptic membrane,"Lrrc4c, Nlgn1, Cacna1h, Kcnd3, Lrfn5, Ptpro, Dcc",8.25E-07
BC8,CC,GO:1902495,transmembrane transporter complex,"Kcnip4, Grik1, Cacna2d1, Cacna2d2, Cngb3, Cacna1h, Trpc7, Kcnd3, Ryr2, Cacna1g, Stxbp5",1.14E-06
BC8,CC,GO:0034702,ion channel complex,"Kcnip4, Grik1, Cacna2d1, Cacna2d2, Cacna1h, Trpc7, Kcnd3, Ryr2, Cacna1g, Stxbp5",1.14E-06
BC8,CC,GO:0034703,cation channel complex,"Kcnip4, Grik1, Cacna2d1, Cacna2d2, Cacna1h, Trpc7, Kcnd3, Ryr2, Cacna1g",1.14E-06
BC8,CC,GO:1990351,transporter complex,"Kcnip4, Grik1, Cacna2d1, Cacna2d2, Cngb3, Cacna1h, Trpc7, Kcnd3, Ryr2, Cacna1g, Stxbp5",1.14E-06
BC8,CC,GO:0099060,integral component of postsynaptic specialization membrane,"Lrrc4c, Nlgn1, Kcnd3, Lrfn5, Ptpro, Dcc",1.14E-06
BC8,CC,GO:0098948,intrinsic component of postsynaptic specialization membrane,"Lrrc4c, Nlgn1, Kcnd3, Lrfn5, Ptpro, Dcc",1.26E-06
BC8,CC,GO:0099699,integral component of synaptic membrane,"Lrrc4c, Nlgn1, Cacna1h, Kcnd3, Lrfn5, Ptpro, Dcc",1.81E-06
BC8,CC,GO:0098982,GABA-ergic synapse,"Epha3, Camk4, Kcnd3, Lrfn5, Iqsec3, Ptpro",1.85E-06
BC8,CC,GO:0099240,intrinsic component of synaptic membrane,"Lrrc4c, Nlgn1, Cacna1h, Kcnd3, Lrfn5, Ptpro, Dcc",2.77E-06
BC8,CC,GO:0099572,postsynaptic specialization,"Grik1, Lrrc4c, Nlgn1, Kcnd3, Lrfn5, Iqsec3, Ptpro, Clstn1, Dcc, Sorbs2",3.94E-06
BC8,CC,GO:0098984,neuron to neuron synapse,"Grik1, Lrrc4c, Kcnd3, Lrfn5, Iqsec3, Stxbp5, Ptpro, Clstn1, Dcc, Sorbs2",4.54E-06
BC8,CC,GO:0099634,postsynaptic specialization membrane,"Lrrc4c, Nlgn1, Kcnd3, Lrfn5, Ptpro, Dcc",4.60E-06
BC8,CC,GO:0098793,presynapse,"Grik1, Kirrel3, Epha3, Cadps2, Cacna1h, Kctd16, App, Hcn3, Apba2, Prkcb, Stxbp5",8.46E-06
BC8,CC,GO:0043235,receptor complex,"Grik1, Nlgn1, Epha3, Kctd16, App, Epha10, Stxbp5, Kctd8, Lrp8, Cntfr",1.22E-05
BC8,CC,GO:0014069,postsynaptic density,"Grik1, Lrrc4c, Kcnd3, Lrfn5, Iqsec3, Ptpro, Clstn1, Dcc, Sorbs2",1.62E-05
BC8,CC,GO:0032279,asymmetric synapse,"Grik1, Lrrc4c, Kcnd3, Lrfn5, Iqsec3, Ptpro, Clstn1, Dcc, Sorbs2",1.93E-05
BC8,CC,GO:0034704,calcium channel complex,"Cacna2d1, Cacna2d2, Cacna1h, Ryr2, Cacna1g",2.04E-05
BC8,CC,GO:0045121,membrane raft,"Dlc1, Cacna1h, Kcnd3, App, Sulf1, Prkar2b, Cpe, Dcc, Lrp8",5.87E-05
BC8,CC,GO:0098857,membrane microdomain,"Dlc1, Cacna1h, Kcnd3, App, Sulf1, Prkar2b, Cpe, Dcc, Lrp8",5.87E-05
BC8,CC,GO:0099061,integral component of postsynaptic density membrane,"Lrrc4c, Lrfn5, Ptpro, Dcc",6.27E-05
BC8,CC,GO:0005891,voltage-gated calcium channel complex,"Cacna2d1, Cacna2d2, Cacna1h, Cacna1g",6.70E-05
BC8,CC,GO:0099146,intrinsic component of postsynaptic density membrane,"Lrrc4c, Lrfn5, Ptpro, Dcc",7.15E-05
BC8,CC,GO:0098839,postsynaptic density membrane,"Lrrc4c, Lrfn5, Ptpro, Dcc",0.000305604
BC8,CC,GO:0043197,dendritic spine,"Nlgn1, Kcnd3, Frmpd4, Prkar2b, Apba2, Ptpro",0.000378634
BC8,CC,GO:0044309,neuron spine,"Nlgn1, Kcnd3, Frmpd4, Prkar2b, Apba2, Ptpro",0.000420212
BC8,CC,GO:0034706,sodium channel complex,"Grik1, Cacna1h, Cacna1g",0.000633699
BC8,CC,GO:0098685,Schaffer collateral - CA1 synapse,"Lrrc4c, Cdh11, Apba2, Dcc",0.001086242
BC8,CC,GO:0150034,distal axon,"Grik1, Dscam, App, Pcdh9, Hcn3, Prkcb, Dcc",0.001527713
BC8,CC,GO:0005901,caveola,"Dlc1, Cacna1h, Kcnd3, Lrp8",0.001787621
BC8,CC,GO:0042734,presynaptic membrane,"Grik1, Cadps2, Cacna1h, Kctd16",0.005600711
BC8,CC,GO:0044853,plasma membrane raft,"Dlc1, Cacna1h, Kcnd3, Lrp8",0.006087318
BC8,CC,GO:0001518,voltage-gated sodium channel complex,"Cacna1h, Cacna1g",0.007701005
BC8,CC,GO:0043198,dendritic shaft,"Kirrel3, Nlgn1, Prkar2b",0.008017893
BC8,CC,GO:0001750,photoreceptor outer segment,"Pcdh15, Cngb3, Gucy2e",0.014289365
BC8,CC,GO:0030864,cortical actin cytoskeleton,"Dlc1, Prkcb, Cald1",0.015261061
BC8,CC,GO:0031225,anchored component of membrane,"Lsamp, Cntn4, Lypd6b, Cntfr",0.015261061
BC8,CC,GO:0034705,potassium channel complex,"Kcnip4, Grik1, Kcnd3",0.015261061
BC8,CC,GO:0044291,cell-cell contact zone,"Ctnna3, Pcdh9, Jam3",0.015261061
BC8,CC,GO:0030426,growth cone,"Dscam, App, Pcdh9, Dcc",0.020997915
BC8,CC,GO:0031045,dense core granule,"Stxbp5, Cpe",0.020997915
BC8,CC,GO:0030427,site of polarized growth,"Dscam, App, Pcdh9, Dcc",0.022654387
BC8,CC,GO:0098858,actin-based cell projection,"Nlgn1, Pcdh15, App, Jam3",0.028712795
BC8,CC,GO:0031941,filamentous actin,"Specc1, Jam3",0.028712795
BC8,CC,GO:0032588,trans-Golgi network membrane,"Lgr5, Bok",0.028712795
BC8,CC,GO:0097733,photoreceptor cell cilium,"Pcdh15, Cngb3, Gucy2e",0.028765511
BC8,CC,GO:0030863,cortical cytoskeleton,"Dlc1, Prkcb, Cald1",0.030895648
BC8,CC,GO:0005884,actin filament,"Dlc1, Specc1, Jam3",0.035272853
BC8,CC,GO:0097731,9+0 non-motile cilium,"Pcdh15, Cngb3, Gucy2e",0.0360815
BC8,CC,GO:0005912,adherens junction,"Cdh11, Frmd5, Ctnna3",0.041557117
BC8,CC,GO:0001650,fibrillar center,"Nfib, Camk4, Specc1",0.043209167
BC8,MF,GO:0005261,cation channel activity,"Kcnip4, Grik1, Trpm3, Cacna2d1, Slc24a3, Cacna2d2, Cngb3, Cacna1h, Trpc7, Kcnd3, Slc24a2, Ryr2, Cacna1g, Hcn3",9.46E-10
BC8,MF,GO:0005216,ion channel activity,"Kcnip4, Grik1, Trpm3, Cacna2d1, Slc24a3, Cacna2d2, Cngb3, Cacna1h, Trpc7, Kcnd3, Slc24a2, Ryr2, Cacna1g, Hcn3",1.94E-08
BC8,MF,GO:0050839,cell adhesion molecule binding,"Dscam, Kirrel3, Lrrc4c, Nlgn1, Cdh11, Frmd5, App, Ctnna3, Tenm3, Ptpro, Cpe, Jam3",2.34E-08
BC8,MF,GO:0015267,channel activity,"Kcnip4, Grik1, Trpm3, Cacna2d1, Slc24a3, Cacna2d2, Cngb3, Cacna1h, Trpc7, Kcnd3, Slc24a2, Ryr2, Cacna1g, Hcn3",2.83E-08
BC8,MF,GO:0022803,passive transmembrane transporter activity,"Kcnip4, Grik1, Trpm3, Cacna2d1, Slc24a3, Cacna2d2, Cngb3, Cacna1h, Trpc7, Kcnd3, Slc24a2, Ryr2, Cacna1g, Hcn3",2.83E-08
BC8,MF,GO:0005262,calcium channel activity,"Cacna2d1, Slc24a3, Cacna2d2, Cacna1h, Trpc7, Slc24a2, Ryr2, Cacna1g",2.10E-07
BC8,MF,GO:0046873,metal ion transmembrane transporter activity,"Kcnip4, Grik1, Cacna2d1, Slc24a3, Cacna2d2, Cacna1h, Trpc7, Kcnd3, Slc24a2, Ryr2, Cacna1g, Hcn3",4.91E-07
BC8,MF,GO:0015085,calcium ion transmembrane transporter activity,"Cacna2d1, Slc24a3, Cacna2d2, Cacna1h, Trpc7, Slc24a2, Ryr2, Cacna1g",4.91E-07
BC8,MF,GO:0022836,gated channel activity,"Kcnip4, Grik1, Cacna2d1, Cacna2d2, Cngb3, Cacna1h, Kcnd3, Ryr2, Cacna1g, Hcn3",3.39E-06
BC8,MF,GO:0005244,voltage-gated ion channel activity,"Kcnip4, Cacna2d1, Cacna2d2, Cacna1h, Kcnd3, Cacna1g, Hcn3",8.47E-05
BC8,MF,GO:0022832,voltage-gated channel activity,"Kcnip4, Cacna2d1, Cacna2d2, Cacna1h, Kcnd3, Cacna1g, Hcn3",8.47E-05
BC8,MF,GO:0022843,voltage-gated cation channel activity,"Cacna2d1, Cacna2d2, Cacna1h, Kcnd3, Cacna1g, Hcn3",0.000159522
BC8,MF,GO:0015081,sodium ion transmembrane transporter activity,"Grik1, Slc24a3, Cacna1h, Slc24a2, Cacna1g, Hcn3",0.000166134
BC8,MF,GO:0015079,potassium ion transmembrane transporter activity,"Kcnip4, Grik1, Slc24a3, Kcnd3, Slc24a2, Hcn3",0.00023068
BC8,MF,GO:0005272,sodium channel activity,"Grik1, Cacna1h, Cacna1g, Hcn3",0.00023068
BC8,MF,GO:0005245,voltage-gated calcium channel activity,"Cacna2d1, Cacna2d2, Cacna1h, Cacna1g",0.000282004
BC8,MF,GO:0005248,voltage-gated sodium channel activity,"Cacna1h, Cacna1g, Hcn3",0.00099775
BC8,MF,GO:0098632,cell-cell adhesion mediator activity,"Dscam, Lrrc4c, Jam3",0.002265414
BC8,MF,GO:0097110,scaffold protein binding,"Nlgn1, Cacna1h, Ryr2, Cacna1g",0.002339979
BC8,MF,GO:0030551,cyclic nucleotide binding,"Cngb3, Prkar2b, Hcn3",0.00315597
BC8,MF,GO:0098631,cell adhesion mediator activity,"Dscam, Lrrc4c, Jam3",0.004388049
BC8,MF,GO:0015368,calcium:cation antiporter activity,"Slc24a3, Slc24a2",0.005476749
BC8,MF,GO:0005267,potassium channel activity,"Kcnip4, Grik1, Kcnd3, Hcn3",0.00751705
BC8,MF,GO:0051018,protein kinase A binding,"Sphkap, Ryr2, Prkar2b",0.00850616
BC8,MF,GO:0005005,transmembrane-ephrin receptor activity,"Epha3, Epha10",0.00966256
BC8,MF,GO:0022821,solute:potassium antiporter activity,"Slc24a3, Slc24a2",0.009933152
BC8,MF,GO:0034236,protein kinase A catalytic subunit binding,"Ryr2, Prkar2b",0.009933152
BC8,MF,GO:0042043,neurexin family protein binding,"Nlgn1, Cpe",0.009933152
BC8,MF,GO:0005003,ephrin receptor activity,"Epha3, Epha10",0.010937154
BC8,MF,GO:0001540,amyloid-beta binding,"Apba2, Clstn1, Lrp8",0.012075276
BC8,MF,GO:0045296,cadherin binding,"Cdh11, Ctnna3, Ptpro",0.012583276
BC8,MF,GO:0034185,apolipoprotein binding,"App, Lrp8",0.012583276
BC8,MF,GO:0030552,cAMP binding,"Prkar2b, Hcn3",0.018264823
BC8,MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,"Camk4, Prkcb",0.019374294
BC8,MF,GO:0010857,calcium-dependent protein kinase activity,"Camk4, Prkcb",0.020487663
BC8,MF,GO:0008509,anion transmembrane transporter activity,"Grik1, Slc24a3, Slc16a7, Slc24a2, Slco3a1",0.026315534
BC8,MF,GO:0005217,intracellular ligand-gated ion channel activity,"Cngb3, Ryr2",0.026315534
BC8,MF,GO:0015298,solute:cation antiporter activity,"Slc24a3, Slc24a2",0.02746204
BC8,MF,GO:0099094,ligand-gated cation channel activity,"Grik1, Cngb3, Ryr2",0.031479508
BC9,BP,GO:0007409,axonogenesis,"Cntn5, Epha7, Ptprz1, Lrrc4c, App, Dcc, Cdh11, Ctnna2, Tenm2, Fstl4, Zeb2, Ngfr, Lhx4, Dst, Reln, Nrp2, Prtg",9.59E-10
BC9,BP,GO:0034329,cell junction assembly,"Cntn5, Tjp1, Epha7, Adgrl3, App, Cdh11, Ptprk, Cdh20, Adgrl2, Sorbs1, Dst, Reln, Adgrb3, Nlgn1, Gabrb3",1.73E-08
BC9,BP,GO:0050808,synapse organization,"Nfia, Cntn5, Epha7, Lrrc4c, Adgrl3, App, Ctnna2, Neurod2, Adgrl2, Sorbs1, Reln, Adgrb3, Nrp2, Nlgn1, Gabrb3",5.24E-08
BC9,BP,GO:0001764,neuron migration,"Ptprz1, Adgrl3, Dcc, Gas6, Ctnna2, Ndnf, Nav1, Reln, Nrp2, Srgap2",5.25E-07
BC9,BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,"Cntn5, Lrrc4c, Adgrl3, Cdh11, Tenm2, Cdh20, Pcdh15, Tenm4, Nlgn1, Prtg",9.86E-07
BC9,BP,GO:0016358,dendrite development,"Ptprz1, App, Ctnna2, Fstl4, Ngfr, Reln, Adgrb3, Asap1, Dgkg, Nlgn1, Srgap2",2.59E-06
BC9,BP,GO:0007411,axon guidance,"Cntn5, Epha7, App, Dcc, Tenm2, Ngfr, Lhx4, Reln, Nrp2, Prtg",3.58E-06
BC9,BP,GO:0097485,neuron projection guidance,"Cntn5, Epha7, App, Dcc, Tenm2, Ngfr, Lhx4, Reln, Nrp2, Prtg",3.58E-06
BC9,BP,GO:0007416,synapse assembly,"Cntn5, Epha7, Adgrl3, App, Adgrl2, Reln, Adgrb3, Nlgn1, Gabrb3",3.70E-06
BC9,BP,GO:0050807,regulation of synapse organization,"Epha7, Adgrl3, App, Ctnna2, Neurod2, Adgrl2, Reln, Adgrb3, Nrp2, Nlgn1",3.70E-06
BC9,BP,GO:0050803,regulation of synapse structure or activity,"Epha7, Adgrl3, App, Ctnna2, Neurod2, Adgrl2, Reln, Adgrb3, Nrp2, Nlgn1",4.46E-06
BC9,BP,GO:0061000,negative regulation of dendritic spine development,"Fstl4, Ngfr, Asap1, Nlgn1",4.44E-05
BC9,BP,GO:0042391,regulation of membrane potential,"Slc8a1, App, Gabrr2, Ptpn3, Ryr2, Ngfr, Reln, Cacna1h, Kcnh6, Nlgn1, Gabrb3",6.54E-05
BC9,BP,GO:0021953,central nervous system neuron differentiation,"Dcc, Cdh11, Lmo4, Ndnf, Nfix, Zeb2, Lhx4, Nrp2",6.68E-05
BC9,BP,GO:0034765,regulation of ion transmembrane transport,"Kcnb2, Slc8a1, App, Kcng4, Ptpn3, Ryr2, Pde4d, Reln, Cacna1h, Nlgn1, Lrrc38",0.00010896
BC9,BP,GO:0007611,learning or memory,"Slc24a2, Ptprz1, Meis2, App, Neurod2, Pde4d, Reln, Adgrb3, Gabrb3",0.000143656
BC9,BP,GO:0050890,cognition,"Slc24a2, Ptprz1, Meis2, App, Neurod2, Pde4d, Reln, Adgrb3, Gabrb3",0.000322985
BC9,BP,GO:0007612,learning,"Slc24a2, Meis2, App, Neurod2, Reln, Adgrb3, Gabrb3",0.000322985
BC9,BP,GO:0051963,regulation of synapse assembly,"Epha7, Adgrl3, App, Adgrl2, Adgrb3, Nlgn1",0.000343161
BC9,BP,GO:0048668,collateral sprouting,"Epha7, App, Fstl4, Zeb2",0.00038758
BC9,BP,GO:0060996,dendritic spine development,"Fstl4, Ngfr, Reln, Asap1, Nlgn1, Srgap2",0.000430073
BC9,BP,GO:2000463,positive regulation of excitatory postsynaptic potential,"App, Ngfr, Reln, Nlgn1",0.000638976
BC9,BP,GO:1901888,regulation of cell junction assembly,"Tjp1, Epha7, Adgrl3, App, Adgrl2, Adgrb3, Nlgn1",0.000768172
BC9,BP,GO:0060998,regulation of dendritic spine development,"Fstl4, Ngfr, Reln, Asap1, Nlgn1",0.000768172
BC9,BP,GO:0021954,central nervous system neuron development,"Dcc, Cdh11, Ndnf, Zeb2, Nrp2",0.001212649
BC9,BP,GO:0042063,gliogenesis,"Ptprz1, Sox6, App, Nfix, Reln, Clu, Tenm4, Srgap2",0.001526563
BC9,BP,GO:0099565,"chemical synaptic transmission, postsynaptic","App, Ngfr, Reln, Nlgn1, Gabrb3",0.001597153
BC9,BP,GO:0010001,glial cell differentiation,"Ptprz1, Sox6, App, Nfix, Reln, Clu, Tenm4",0.001636542
BC9,BP,GO:0001708,cell fate specification,"Sox6, Lmo4, Cdon, Myt1l, Tenm4",0.001636542
BC9,BP,GO:0021510,spinal cord development,"Sox6, Dcc, Lmo4, Lhx4, Reln",0.001656044
BC9,BP,GO:0008038,neuron recognition,"Cntn5, Ptprz1, App, Prtg",0.001656044
BC9,BP,GO:0051962,positive regulation of nervous system development,"Ptprz1, Adgrl3, Adgrl2, Zeb2, Reln, Adgrb3, Tenm4, Nlgn1",0.00168177
BC9,BP,GO:1903522,regulation of blood circulation,"Slc8a1, Atp2b1, App, Ryr2, Pde4d, Cacna1h, Kcnh6",0.001778547
BC9,BP,GO:0031589,cell-substrate adhesion,"Ptprz1, Gas6, Ptprk, Edil3, Ndnf, Sorbs1, Col8a1, Srgap2",0.001815495
BC9,BP,GO:2001222,regulation of neuron migration,"Ptprz1, Ctnna2, Reln, Srgap2",0.001867501
BC9,BP,GO:0099175,regulation of postsynapse organization,"Epha7, App, Reln, Nrp2, Nlgn1",0.001867501
BC9,BP,GO:0032412,regulation of ion transmembrane transporter activity,"App, Ptpn3, Ryr2, Pde4d, Reln, Nlgn1, Lrrc38",0.001867501
BC9,BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,"Cntn5, Cdh11, Cdh20, Pcdh15, Prtg",0.001867501
BC9,BP,GO:0098815,modulation of excitatory postsynaptic potential,"App, Ngfr, Reln, Nlgn1",0.001867501
BC9,BP,GO:1904062,regulation of cation transmembrane transport,"Slc8a1, App, Ptpn3, Ryr2, Pde4d, Reln, Nlgn1, Lrrc38",0.001867501
BC9,BP,GO:0051481,negative regulation of cytosolic calcium ion concentration,"Slc8a1, Atp2b1, Ryr2",0.001926595
BC9,BP,GO:1901214,regulation of neuron death,"Epha7, Ptprz1, App, Dcc, Ndnf, Ngfr, Clu, Gabrb3",0.002049235
BC9,BP,GO:0060078,regulation of postsynaptic membrane potential,"App, Ngfr, Reln, Nlgn1, Gabrb3",0.002049235
BC9,BP,GO:0022898,regulation of transmembrane transporter activity,"App, Ptpn3, Ryr2, Pde4d, Reln, Nlgn1, Lrrc38",0.002073317
BC9,BP,GO:0070588,calcium ion transmembrane transport,"Slc8a1, Slc24a2, Atp2b1, Gas6, Ryr2, Pde4d, Cacna1h",0.002630737
BC9,BP,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,"Slc8a1, Ryr2, Pde4d",0.002630737
BC9,BP,GO:0032409,regulation of transporter activity,"App, Ptpn3, Ryr2, Pde4d, Reln, Nlgn1, Lrrc38",0.002630737
BC9,BP,GO:0099173,postsynapse organization,"Epha7, App, Sorbs1, Reln, Nrp2, Nlgn1",0.002635981
BC9,BP,GO:1901216,positive regulation of neuron death,"Epha7, Ptprz1, App, Ngfr, Clu",0.002983274
BC9,BP,GO:0019932,second-messenger-mediated signaling,"Slc8a1, App, Tenm2, Neurod2, Ryr2, Ndnf, Pde4d",0.003081887
BC9,BP,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,"Slc8a1, Ryr2, Pde4d",0.003081887
BC9,BP,GO:0061337,cardiac conduction,"Slc8a1, Ryr2, Pde4d, Kcnh6",0.003081887
BC9,BP,GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,"Slc8a1, Ryr2, Pde4d",0.003350499
BC9,BP,GO:0070997,neuron death,"Epha7, Ptprz1, App, Dcc, Ndnf, Ngfr, Clu, Gabrb3",0.003420726
BC9,BP,GO:0055117,regulation of cardiac muscle contraction,"Slc8a1, Ryr2, Pde4d, Cacna1h",0.003450147
BC9,BP,GO:0051966,"regulation of synaptic transmission, glutamatergic","Ngfr, Reln, Gria2, Nlgn1",0.004735233
BC9,BP,GO:0007214,gamma-aminobutyric acid signaling pathway,"Gabrr2, Gabbr2, Gabrb3",0.004735233
BC9,BP,GO:0021952,central nervous system projection neuron axonogenesis,"Dcc, Cdh11, Zeb2",0.004735233
BC9,BP,GO:0051965,positive regulation of synapse assembly,"Adgrl3, Adgrl2, Adgrb3, Nlgn1",0.005055684
BC9,BP,GO:0060074,synapse maturation,"Nfia, Neurod2, Reln",0.005055684
BC9,BP,GO:0070296,sarcoplasmic reticulum calcium ion transport,"Slc8a1, Ryr2, Pde4d",0.005474086
BC9,BP,GO:0035637,multicellular organismal signaling,"Slc8a1, Ryr2, Pde4d, Cacna1h, Kcnh6",0.005592583
BC9,BP,GO:0007613,memory,"Slc24a2, App, Pde4d, Reln, Gabrb3",0.006017932
BC9,BP,GO:0021675,nerve development,"Sulf2, Ngfr, Nrp2, Gabrb3",0.006523366
BC9,BP,GO:0010977,negative regulation of neuron projection development,"Epha7, Ptprz1, Fstl4, Ngfr, Nlgn1",0.006529357
BC9,BP,GO:0006942,regulation of striated muscle contraction,"Slc8a1, Ryr2, Pde4d, Cacna1h",0.006529357
BC9,BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,"Cdh11, Cdh20, Nlgn1",0.006529357
